,Unnamed: 0,Wavelength (nm),% Transmission,% Transmission.1
,,2288,84.359566,84.283803
,,2287,84.338738,84.26065
,,2286,84.321292,84.24497000000001
,,2285,84.335372,84.237645
,,2284,84.317531,84.240913
,,2283,84.284664,84.2273
,,2282,84.266529,84.21622500000001
,,2281,84.25385800000001,84.191111
,,2280,84.24396200000001,84.17188800000001
,,2279,84.231257,84.14896200000001
,,2278,84.22502200000001,84.131448
,,2277,84.19575800000001,84.133492
,,2276,84.207131,84.099191
,,2275,84.201757,84.08533800000001
,,2274,84.19250100000001,84.08072700000001
,,2273,84.17429,84.090421
,,2272,84.175551,84.06713500000001
,,2271,84.14441000000001,84.04346000000001
,,2270,84.14146600000001,84.018918
,,2269,84.109702,83.99882500000001
,,2268,84.092403,83.984789
,,2267,84.070057,83.964985
,,2266,84.06376800000001,83.95935800000001
,,2265,84.07627500000001,83.936845
,,2264,84.084219,83.91106
,,2263,84.069795,83.889774
,,2262,84.03111600000001,83.90790600000001
,,2261,84.02071000000001,83.88302800000001
,,2260,84.00931,83.859325
,,2259,83.98586200000001,83.83155400000001
,,2258,83.968967,83.826655
,,2257,83.94782000000001,83.818639
,,2256,83.93783,83.79654400000001
,,2255,83.94928300000001,83.792552
,,2254,83.92199500000001,83.76579500000001
,,2253,83.91880900000001,83.77264000000001
,,2252,83.89854600000001,83.726833
,,2251,83.896573,83.72037200000001
,,2250,83.887845,83.72741500000001
,,2249,83.888643,83.716845
,,2248,83.848679,83.68623600000001
,,2247,83.84359500000001,83.670883
,,2246,83.829419,83.659289
,,2245,83.812776,83.625479
,,2244,83.783671,83.586146
,,2243,83.79050600000001,83.58012400000001
,,2242,83.78726300000001,83.556779
,,2241,83.772204,83.573165
,,2240,83.76402900000001,83.575444
,,2239,83.7359,83.52394600000001
,,2238,83.70963300000001,83.50021600000001
,,2237,83.720803,83.48190600000001
,,2236,83.716082,83.453305
,,2235,83.698773,83.428573
,,2234,83.69501100000001,83.403706
,,2233,83.694145,83.376394
,,2232,83.665602,83.401009
,,2231,83.64359300000001,83.411198
,,2230,83.651846,83.37859800000001
,,2229,83.59752800000001,83.367063
,,2228,83.60560000000001,83.338685
,,2227,83.59712800000001,83.32822300000001
,,2226,83.569434,83.29347700000001
,,2225,83.558459,83.287621
,,2224,83.558344,83.29641000000001
,,2223,83.58199900000001,83.27216
,,2222,83.577546,83.25813500000001
,,2221,83.555332,83.27563400000001
,,2220,83.539872,83.243925
,,2219,83.52008400000001,83.199916
,,2218,83.509062,83.21378100000001
,,2217,83.50353100000001,83.204519
,,2216,83.50798,83.191426
,,2215,83.507782,83.16419300000001
,,2214,83.515241,83.164856
,,2213,83.46034900000001,83.137758
,,2212,83.478605,83.134539
,,2211,83.465924,83.10460300000001
,,2210,83.471896,83.085025
,,2209,83.466868,83.091572
,,2208,83.453891,83.073403
,,2207,83.443144,83.05416600000001
,,2206,83.422984,83.038325
,,2205,83.447721,83.013665
,,2204,83.425506,83.01362400000001
,,2203,83.427614,83.020701
,,2202,83.43191200000001,83.02281
,,2201,83.42450500000001,82.99377700000001
,,2200,83.42949200000001,82.964206
,,2199,83.41835400000001,82.969583
,,2198,83.402826,82.98962300000001
,,2197,83.388666,82.943865
,,2196,83.411304,82.903039
,,2195,83.414528,82.861413
,,2194,83.39617700000001,82.884704
,,2193,83.405108,82.89882300000001
,,2192,83.417263,82.873643
,,2191,83.426793,82.862892
,,2190,83.435512,82.869539
,,2189,83.425126,82.865458
,,2188,83.435084,82.83661500000001
,,2187,83.44136900000001,82.803244
,,2186,83.449571,82.818185
,,2185,83.432456,82.79895400000001
,,2184,83.41781,82.794353
,,2183,83.381853,82.770611
,,2182,83.406136,82.753708
,,2181,83.41544400000001,82.77712000000001
,,2180,83.427825,82.77368600000001
,,2179,83.393747,82.745496
,,2178,83.412496,82.720732
,,2177,83.407455,82.70525400000001
,,2176,83.39663800000001,82.719954
,,2175,83.394458,82.70881100000001
,,2174,83.378664,82.68259300000001
,,2173,83.384258,82.643449
,,2172,83.398453,82.618463
,,2171,83.389049,82.589977
,,2170,83.361879,82.627982
,,2169,83.353847,82.60866200000001
,,2168,83.33793800000001,82.589746
,,2167,83.35372000000001,82.549829
,,2166,83.356513,82.55005600000001
,,2165,83.33716100000001,82.542348
,,2164,83.32059500000001,82.55743100000001
,,2163,83.31637,82.51641400000001
,,2162,83.31197,82.48023500000001
,,2161,83.30046300000001,82.47086900000001
,,2160,83.302126,82.45338100000001
,,2159,83.300807,82.45390400000001
,,2158,83.281155,82.43505400000001
,,2157,83.29387100000001,82.406526
,,2156,83.27385100000001,82.41298900000001
,,2155,83.231221,82.389914
,,2154,83.233528,82.369658
,,2153,83.22830300000001,82.337198
,,2152,83.19872600000001,82.292198
,,2151,83.202791,82.250788
,,2150,83.189953,82.273853
,,2149,83.158347,82.268893
,,2148,83.142223,82.24795900000001
,,2147,83.120537,82.23481100000001
,,2146,83.130251,82.22664400000001
,,2145,83.10473400000001,82.21105
,,2144,83.095357,82.205565
,,2143,83.101386,82.151432
,,2142,83.08678400000001,82.142217
,,2141,83.081173,82.132845
,,2140,83.083287,82.12178800000001
,,2139,83.050053,82.090629
,,2138,83.021299,82.08083
,,2137,83.02306700000001,82.04674200000001
,,2136,83.008842,82.041877
,,2135,82.98948,82.024287
,,2134,82.978792,81.989517
,,2133,82.965827,81.965243
,,2132,82.939183,81.956778
,,2131,82.947198,81.930937
,,2130,82.937728,81.92166300000001
,,2129,82.912076,81.901279
,,2128,82.868564,81.888236
,,2127,82.878611,81.86419500000001
,,2126,82.899811,81.844001
,,2125,82.877476,81.81809200000001
,,2124,82.84668900000001,81.797075
,,2123,82.83221400000001,81.798911
,,2122,82.82963000000001,81.792688
,,2121,82.83457800000001,81.76821600000001
,,2120,82.821109,81.747631
,,2119,82.786438,81.746329
,,2118,82.764115,81.71812800000001
,,2117,82.75868600000001,81.697711
,,2116,82.746435,81.665091
,,2115,82.71310000000001,81.626985
,,2114,82.68811500000001,81.634192
,,2113,82.67112900000001,81.61184300000001
,,2112,82.65026300000001,81.59549200000001
,,2111,82.64582700000001,81.54985400000001
,,2110,82.642987,81.510468
,,2109,82.62069500000001,81.484595
,,2108,82.610072,81.465883
,,2107,82.59967900000001,81.436559
,,2106,82.58509000000001,81.394034
,,2105,82.56797200000001,81.379292
,,2104,82.536006,81.38136
,,2103,82.50717200000001,81.368204
,,2102,82.499477,81.348225
,,2101,82.482566,81.31914300000001
,,2100,82.463059,81.289623
,,2099,82.45897400000001,81.290881
,,2098,82.452111,81.267035
,,2097,82.432248,81.24005700000001
,,2096,82.405772,81.202752
,,2095,82.39639700000001,81.184572
,,2094,82.381029,81.167088
,,2093,82.35701900000001,81.138192
,,2092,82.326149,81.09958800000001
,,2091,82.289356,81.08176900000001
,,2090,82.280474,81.069505
,,2089,82.2821,81.061133
,,2088,82.28671700000001,81.04514300000001
,,2087,82.247477,81.008797
,,2086,82.216679,80.982252
,,2085,82.219238,80.957667
,,2084,82.19177,80.928105
,,2083,82.161125,80.924154
,,2082,82.140252,80.92548400000001
,,2081,82.12136100000001,80.89301300000001
,,2080,82.09591400000001,80.854995
,,2079,82.076379,80.816636
,,2078,82.062388,80.78988600000001
,,2077,82.05352900000001,80.76829400000001
,,2076,82.039921,80.742745
,,2075,82.00706600000001,80.710679
,,2074,82.001253,80.67598000000001
,,2073,82.00085800000001,80.64795500000001
,,2072,81.96846500000001,80.653086
,,2071,81.928042,80.620534
,,2070,81.897647,80.588706
,,2069,81.87018300000001,80.57217200000001
,,2068,81.87603700000001,80.555828
,,2067,81.87967400000001,80.527343
,,2066,81.84270400000001,80.505914
,,2065,81.80306200000001,80.477835
,,2064,81.78502800000001,80.45311600000001
,,2063,81.775385,80.424555
,,2062,81.743753,80.39121
,,2061,81.716047,80.372174
,,2060,81.69798300000001,80.34545700000001
,,2059,81.67857400000001,80.32565100000001
,,2058,81.665221,80.303066
,,2057,81.632796,80.27163300000001
,,2056,81.607375,80.25999
,,2055,81.595903,80.229224
,,2054,81.57726000000001,80.1863
,,2053,81.558769,80.159677
,,2052,81.543807,80.151314
,,2051,81.517352,80.11974000000001
,,2050,81.496553,80.080644
,,2049,81.47537200000001,80.060095
,,2048,81.43428700000001,80.042384
,,2047,81.411477,80.02061
,,2046,81.40886,79.998233
,,2045,81.391322,79.967146
,,2044,81.356138,79.92821400000001
,,2043,81.33524100000001,79.903799
,,2042,81.324019,79.891565
,,2041,81.288061,79.86484300000001
,,2040,81.262591,79.82226
,,2039,81.263191,79.797066
,,2038,81.240497,79.78086400000001
,,2037,81.22497200000001,79.74616300000001
,,2036,81.218337,79.703074
,,2035,81.182204,79.665881
,,2034,81.15441700000001,79.653997
,,2033,81.128866,79.636545
,,2032,81.10625900000001,79.598698
,,2031,81.069998,79.562566
,,2030,81.034445,79.534236
,,2029,81.016712,79.51710700000001
,,2028,80.999155,79.495181
,,2027,80.960644,79.451963
,,2026,80.939706,79.396072
,,2025,80.926213,79.37859
,,2024,80.899028,79.36245500000001
,,2023,80.86693100000001,79.318223
,,2022,80.83366500000001,79.292416
,,2021,80.81934100000001,79.27360900000001
,,2020,80.80032100000001,79.247821
,,2019,80.770909,79.216133
,,2018,80.74052800000001,79.18177100000001
,,2017,80.704132,79.140386
,,2016,80.691474,79.117761
,,2015,80.673817,79.100369
,,2014,80.638481,79.064611
,,2013,80.609109,79.02106900000001
,,2012,80.584445,78.985246
,,2011,80.572202,78.955843
,,2010,80.548755,78.934831
,,2009,80.526044,78.912203
,,2008,80.511633,78.883047
,,2007,80.47957600000001,78.83681800000001
,,2006,80.460434,78.789381
,,2005,80.43970800000001,78.75331700000001
,,2004,80.40010500000001,78.724782
,,2003,80.382661,78.71959000000001
,,2002,80.33601300000001,78.700721
,,2001,80.30163900000001,78.652269
,,2000,80.291375,78.61462800000001
,,1999,80.27589,78.596663
,,1998,80.25216400000001,78.565571
,,1997,80.209799,78.52875300000001
,,1996,80.17869400000001,78.500927
,,1995,80.16195900000001,78.44516300000001
,,1994,80.140136,78.422414
,,1993,80.09977400000001,78.393653
,,1992,80.06537200000001,78.373056
,,1991,80.040037,78.348464
,,1990,80.015591,78.320808
,,1989,79.98967400000001,78.28749
,,1988,79.96205300000001,78.23844000000001
,,1987,79.93343200000001,78.209394
,,1986,79.91036600000001,78.162717
,,1985,79.883007,78.11794900000001
,,1984,79.858928,78.101394
,,1983,79.84213700000001,78.070593
,,1982,79.840473,78.044431
,,1981,79.817547,78.009794
,,1980,79.77809500000001,77.977125
,,1979,79.73980200000001,77.94265800000001
,,1978,79.695446,77.912372
,,1977,79.649044,77.87376900000001
,,1976,79.62083600000001,77.84132000000001
,,1975,79.593383,77.797154
,,1974,79.566274,77.75452100000001
,,1973,79.533513,77.71409200000001
,,1972,79.52738400000001,77.678752
,,1971,79.51091600000001,77.63591500000001
,,1970,79.48165300000001,77.61031200000001
,,1969,79.41793,77.588406
,,1968,79.401927,77.554592
,,1967,79.37677400000001,77.497076
,,1966,79.35137800000001,77.461365
,,1965,79.316097,77.452579
,,1964,79.26757,77.405654
,,1963,79.223404,77.361419
,,1962,79.192773,77.36123
,,1961,79.154932,77.310511
,,1960,79.116319,77.281115
,,1959,79.09611000000001,77.22747000000001
,,1958,79.05507800000001,77.177137
,,1957,79.047801,77.11966100000001
,,1956,79.01323000000001,77.090283
,,1955,78.94373900000001,77.04657300000001
,,1954,78.907145,76.98349900000001
,,1953,78.885469,76.98913300000001
,,1952,78.865347,76.95922200000001
,,1951,78.85683900000001,76.912743
,,1950,78.83494,76.861749
,,1949,78.774108,76.82289200000001
,,1948,78.72005,76.773588
,,1947,78.697275,76.742193
,,1946,78.663604,76.712394
,,1945,78.635165,76.659468
,,1944,78.61725700000001,76.63227
,,1943,78.57352300000001,76.601675
,,1942,78.48907100000001,76.567746
,,1941,78.482989,76.513768
,,1940,78.461094,76.45857500000001
,,1939,78.40231700000001,76.404673
,,1938,78.384828,76.36328900000001
,,1937,78.382209,76.324
,,1936,78.327107,76.297245
,,1935,78.28217500000001,76.24794100000001
,,1934,78.262268,76.218225
,,1933,78.21596600000001,76.171683
,,1932,78.16709200000001,76.152609
,,1931,78.142891,76.103142
,,1930,78.105969,76.056793
,,1929,78.062956,76.024106
,,1928,78.03737600000001,75.962699
,,1927,78.006358,75.896296
,,1926,77.94442500000001,75.88472300000001
,,1925,77.90707400000001,75.84271100000001
,,1924,77.883604,75.78516900000001
,,1923,77.830077,75.747299
,,1922,77.803388,75.706292
,,1921,77.810517,75.660662
,,1920,77.76638,75.604494
,,1919,77.73900300000001,75.559782
,,1918,77.66846100000001,75.50511200000001
,,1917,77.580516,75.46045500000001
,,1916,77.569176,75.428409
,,1915,77.595303,75.413319
,,1914,77.565713,75.375623
,,1913,77.52615200000001,75.31796700000001
,,1912,77.42818700000001,75.29014000000001
,,1911,77.36368,75.226093
,,1910,77.338893,75.165575
,,1909,77.338734,75.14447
,,1908,77.33629300000001,75.105109
,,1907,77.28951500000001,75.082262
,,1906,77.29014500000001,75.008752
,,1905,77.194834,74.928531
,,1904,77.059959,74.89517500000001
,,1903,77.035279,74.84224900000001
,,1902,77.02343400000001,74.797645
,,1901,77.001193,74.79334800000001
,,1900,76.97255600000001,74.742947
,,1899,76.919256,74.575884
,,1898,76.902321,74.583988
,,1897,76.803692,74.57768200000001
,,1896,76.77183500000001,74.501744
,,1895,76.78323400000001,74.474548
,,1894,76.733275,74.467309
,,1893,76.688561,74.41804400000001
,,1892,76.683884,74.369664
,,1891,76.627199,74.265896
,,1890,76.57335300000001,74.217786
,,1889,76.545439,74.18245900000001
,,1888,76.49233600000001,74.162727
,,1887,76.43408000000001,74.079536
,,1886,76.457409,74.068098
,,1885,76.39814100000001,74.02180100000001
,,1884,76.328567,73.99701800000001
,,1883,76.262549,73.920983
,,1882,76.232262,73.856881
,,1881,76.200496,73.797542
,,1880,76.171969,73.77280300000001
,,1879,76.154137,73.72617100000001
,,1878,76.09237200000001,73.70827100000001
,,1877,76.08960300000001,73.66172200000001
,,1876,76.093461,73.672607
,,1875,75.95313800000001,73.55148700000001
,,1874,75.87805900000001,73.499442
,,1873,75.893763,73.430897
,,1872,75.78972,73.367531
,,1871,75.76303700000001,73.320053
,,1870,75.730056,73.278119
,,1869,75.72536000000001,73.169033
,,1868,75.604487,73.151138
,,1867,75.522281,73.04347700000001
,,1866,75.49649600000001,73.11954200000001
,,1865,75.471331,73.03194900000001
,,1864,75.47938,72.97128500000001
,,1863,75.46096,72.95217600000001
,,1862,75.41037700000001,72.925251
,,1861,75.37775900000001,72.834967
,,1860,75.32584100000001,72.83880500000001
,,1859,75.307089,72.72054800000001
,,1858,75.197215,72.678432
,,1857,75.14278300000001,72.628944
,,1856,75.13778400000001,72.595949
,,1855,75.094817,72.52024200000001
,,1854,75.06897000000001,72.48478800000001
,,1853,75.048226,72.425016
,,1852,74.96849,72.371268
,,1851,74.91432,72.342033
,,1850,74.84728100000001,72.33695900000001
,,1849,74.86634500000001,72.247318
,,1848,74.840759,72.296881
,,1847,74.76467600000001,72.10779600000001
,,1846,74.676652,71.98345
,,1845,74.616122,71.9812
,,1844,74.583471,72.027108
,,1843,74.547999,71.979712
,,1842,74.72836000000001,71.951114
,,1841,74.545152,71.86265300000001
,,1840,74.46662500000001,71.863146
,,1839,74.38963600000001,71.76980800000001
,,1838,74.36964,71.710251
,,1837,74.34558,71.665632
,,1836,74.34267,71.618447
,,1835,74.279641,71.546536
,,1834,74.203835,71.538767
,,1833,74.13822400000001,71.435345
,,1832,74.108046,71.43956700000001
,,1831,74.14604800000001,71.384833
,,1830,74.09976900000001,71.339611
,,1829,74.00913700000001,71.29931
,,1828,73.92546200000001,71.24889200000001
,,1827,73.931752,71.197438
,,1826,73.889087,71.136323
,,1825,73.797089,71.04905600000001
,,1824,73.79950000000001,71.051879
,,1823,73.73552000000001,71.01804
,,1822,73.69801100000001,70.98874400000001
,,1821,73.73527100000001,70.92517600000001
,,1820,73.65879600000001,70.83026000000001
,,1819,73.53255,70.74437900000001
,,1818,73.52547,70.761104
,,1817,73.465596,70.693078
,,1816,73.514323,70.68863400000001
,,1815,73.45193,70.62808000000001
,,1814,73.438529,70.58060400000001
,,1813,73.382271,70.523295
,,1812,73.33185900000001,70.488557
,,1811,73.29317300000001,70.44928200000001
,,1810,73.262286,70.42663800000001
,,1809,73.240544,70.368547
,,1808,73.19931700000001,70.349061
,,1807,73.15325,70.296501
,,1806,73.09942600000001,70.242654
,,1805,73.073206,70.204931
,,1804,73.03281700000001,70.14839900000001
,,1803,72.987801,70.09123100000001
,,1802,72.965069,70.030608
,,1801,72.929462,69.974269
,,1800,72.886617,69.92614800000001
,,1799,72.815675,69.92858700000001
,,1798,72.74872400000001,69.892184
,,1797,72.740982,69.845661
,,1796,72.71104600000001,69.795471
